ID,D,Rockfraction,S,FractionSand,Sand%,Texture,Texture2,fr
57A20_2,0.5,71.54977376,94.17420814,0.75975976,75.97597598,Sand,24.02402402,0.75975976
57A20_2,0.25,52.4321267,94.17420814,0.556756757,55.67567568,Sand,44.32432432,0.556756757
57A20_2,0.15,34.72850679,94.17420814,0.368768769,36.87687688,Sand,63.12312312,0.368768769
57A20_2,0.048343438,24.63215437,94.17420814,0.261559453,26.1559453,Silt,73.8440547,0.261559453
57A20_2,0.033618587,20.58611475,94.17420814,0.218596101,21.85961013,Silt,78.14038987,0.218596101
57A20_2,0.029029296,17.888755,94.17420814,0.189953867,18.99538669,Silt,81.00461331,0.189953867
57A20_2,0.026393787,16.54007512,94.17420814,0.17563275,17.56327496,Silt,82.43672504,0.17563275
57A20_2,0.01571828,14.51705531,94.17420814,0.154151074,15.41510738,Silt,84.58489262,0.154151074
57A20_2,0.013118629,12.4940355,94.17420814,0.132669398,13.26693979,Silt,86.73306021,0.132669398
57A20_2,0.010158516,11.14535562,94.17420814,0.118348281,11.83482807,Silt,88.16517193,0.118348281
57A20_2,0.007195224,11.14535562,94.17420814,0.118348281,11.83482807,Silt,88.16517193,0.118348281
57A20_2,0.005120286,9.796675746,94.17420814,0.104027163,10.40271635,Silt,89.59728365,0.104027163
57A20_2,0.002931333,8.812948645,94.17420814,0.093581341,9.358134056,Silt,90.64186594,0.093581341
57A20_2,0.002087311,8.812948645,94.17420814,0.093581341,9.358134056,Silt,90.64186594,0.093581341
57A20_2,0.001761612,7.773655933,94.17420814,0.082545488,8.254548762,Clay,91.74545124,0.082545488
57A20_2,0.001588085,7.773655933,94.17420814,0.082545488,8.254548762,Clay,91.74545124,0.082545488
57A20_2,0.001290267,7.620041295,94.17420814,0.080914312,8.091431237,Clay,91.90856876,0.080914312
57A20_2,0.001037991,7.099315995,94.17420814,0.075384929,7.538492901,Clay,92.4615071,0.075384929
57A20_2,0.000917159,6.789928832,94.17420814,0.072099665,7.209966471,Clay,92.79003353,0.072099665
38A20_1,2,83.73870744,83.73870744,1,100,Sand,0,1
38A20_1,1,65.04517026,83.73870744,0.776763485,77.67634855,Sand,22.32365145,0.776763485
38A20_1,0.5,47.67199444,83.73870744,0.569294606,56.92946058,Sand,43.07053942,0.569294606
38A20_1,0.25,25.71230021,83.73870744,0.307053942,30.70539419,Sand,69.29460581,0.307053942
38A20_1,0.15,12.64767199,83.73870744,0.151037344,15.10373444,Sand,84.89626556,0.151037344
38A20_1,0.042296866,9.349208255,83.73870744,0.111647392,11.16473915,Silt,88.83526085,0.111647392
38A20_1,0.034335754,8.3668648,83.73870744,0.099916336,9.991633566,Silt,90.00836643,0.099916336
38A20_1,0.028291059,8.121278936,83.73870744,0.096983572,9.698357169,Silt,90.30164283,0.096983572
38A20_1,0.023203371,7.875693072,83.73870744,0.094050808,9.405080772,Silt,90.59491923,0.094050808
38A20_1,0.015153613,7.384521344,83.73870744,0.08818528,8.818527978,Silt,91.18147202,0.08818528
38A20_1,0.012072106,7.13893548,83.73870744,0.085252516,8.525251581,Silt,91.47474842,0.085252516
38A20_1,0.009247803,6.893349616,83.73870744,0.082319752,8.231975184,Silt,91.76802482,0.082319752
38A20_1,0.006559639,6.402177888,83.73870744,0.076454224,7.645422391,Silt,92.35457761,0.076454224
38A20_1,0.004746929,5.91100616,83.73870744,0.070588696,7.058869597,Silt,92.9411304,0.070588696
38A20_1,0.00234375,5.419834432,83.73870744,0.064723168,6.472316803,Silt,93.5276832,0.064723168
38A20_1,0.001908355,5.286923362,83.73870744,0.063135956,6.313595617,Clay,93.68640438,0.063135956
38A20_1,0.001669598,5.041337498,83.73870744,0.060203192,6.02031922,Clay,93.97968078,0.060203192
38A20_1,0.001280098,4.985393039,83.73870744,0.059535109,5.953510857,Clay,94.04648914,0.059535109
38A20_1,0.001003419,4.928662704,83.73870744,0.05885764,5.885764009,Clay,94.11423599,0.05885764
38A20_1,0.000896714,4.68307684,83.73870744,0.055924876,5.592487612,Clay,94.40751239,0.055924876
52B20_1,2,73.12056738,73.12056738,1,100,Sand,0,1
52B20_1,1,58.5106383,73.12056738,0.800193986,80.01939864,Sand,19.98060136,0.800193986
52B20_1,0.5,42.62411348,73.12056738,0.582929195,58.2929195,Sand,41.7070805,0.582929195
52B20_1,0.25,13.54609929,73.12056738,0.185257032,18.5257032,Sand,81.4742968,0.185257032
52B20_1,0.037528406,10.1114991,73.12056738,0.138285293,13.82852932,Silt,86.17147068,0.138285293
52B20_1,0.028816483,7.455401196,73.12056738,0.101960385,10.19603849,Silt,89.80396151,0.101960385
52B20_1,0.024217092,6.924181616,73.12056738,0.094695403,9.469540328,Silt,90.53045967,0.094695403
52B20_1,0.015761185,5.861742456,73.12056738,0.08016544,8.016543999,Silt,91.983456,0.08016544
52B20_1,0.01331749,5.330522876,73.12056738,0.072900458,7.290045834,Silt,92.70995417,0.072900458
52B20_1,0.010022997,4.533693506,73.12056738,0.062002986,6.200298587,Silt,93.79970141,0.062002986
52B20_1,0.007277438,3.736864136,73.12056738,0.051105513,5.11055134,Silt,94.88944866,0.051105513
52B20_1,0.005112599,3.205644556,73.12056738,0.043840532,4.384053175,Silt,95.61594682,0.043840532
52B20_1,0.002609938,2.674424976,73.12056738,0.03657555,3.65755501,Silt,96.34244499,0.03657555
52B20_1,0.002091919,2.530676957,73.12056738,0.034609646,3.460964607,Silt,96.53903539,0.034609646
52B20_1,0.001828674,2.265067167,73.12056738,0.030977155,3.097715525,Clay,96.90228448,0.030977155
52B20_1,0.0013863,2.204561257,73.12056738,0.030149674,3.014967384,Clay,96.98503262,0.030149674
52B20_1,0.001104495,1.999457377,73.12056738,0.027344664,2.734466442,Clay,97.26553356,0.027344664
52B20_1,0.000966651,1.877595606,73.12056738,0.025678078,2.567807763,Clay,97.43219224,0.025678078
41E20_1,2,71.62393162,71.62393162,1,100,Sand,0,1
41E20_1,1,50.1994302,71.62393162,0.700875099,70.08750994,Sand,29.91249006,0.700875099
41E20_1,0.5,35.0997151,71.62393162,0.490055688,49.00556881,Sand,50.99443119,0.490055688
41E20_1,0.25,18.00569801,71.62393162,0.251392204,25.13922037,Sand,74.86077963,0.251392204
41E20_1,0.15,10.71225071,71.62393162,0.14956245,14.95624503,Sand,85.04375497,0.14956245
41E20_1,0.034805057,6.670508118,71.62393162,0.093132393,9.313239258,Silt,90.68676074,0.093132393
41E20_1,0.029292821,5.838488645,71.62393162,0.081515892,8.151589159,Silt,91.84841084,0.081515892
41E20_1,0.025474693,5.630483777,71.62393162,0.078611766,7.861176634,Silt,92.13882337,0.078611766
41E20_1,0.0231619,5.214474041,71.62393162,0.072803516,7.280351585,Silt,92.71964842,0.072803516
41E20_1,0.015924622,4.798464304,71.62393162,0.066995265,6.699526535,Silt,93.30047347,0.066995265
41E20_1,0.013028741,4.382454568,71.62393162,0.061187015,6.118701485,Silt,93.88129851,0.061187015
41E20_1,0.00964928,3.966444832,71.62393162,0.055378764,5.537876436,Silt,94.46212356,0.055378764
41E20_1,0.007119581,3.550435095,71.62393162,0.049570514,4.957051386,Silt,95.04294861,0.049570514
41E20_1,0.004946642,3.134425359,71.62393162,0.043762263,4.376226336,Silt,95.62377366,0.043762263
41E20_1,0.002733724,2.605843388,71.62393162,0.0363823,3.638230028,Silt,96.36176997,0.0363823
41E20_1,0.002167509,2.605843388,71.62393162,0.0363823,3.638230028,Silt,96.36176997,0.0363823
41E20_1,0.00146315,2.142450142,71.62393162,0.02991249,2.991249006,Clay,97.00875099,0.02991249
41E20_1,0.001148819,1.981828783,71.62393162,0.027669925,2.766992454,Clay,97.23300755,0.027669925
41E20_1,0.000997972,1.88639615,71.62393162,0.026337512,2.633751188,Clay,97.36624881,0.026337512
46A20_1,2,98.11810513,98.11810513,1,100,Sand,0,1
46A20_1,1,82.73848151,98.11810513,0.843253968,84.32539683,Sand,15.67460317,0.843253968
46A20_1,0.5,56.1972745,98.11810513,0.572751323,57.27513228,Sand,42.72486772,0.572751323
46A20_1,0.25,28.2284231,98.11810513,0.287698413,28.76984127,Sand,71.23015873,0.287698413
46A20_1,0.15,15.5743024,98.11810513,0.158730159,15.87301587,Sand,84.12698413,0.158730159
46A20_1,0.053320379,13.32706665,98.11810513,0.135826784,13.58267838,Sand,86.41732162,0.135826784
46A20_1,0.042709528,11.21017118,98.11810513,0.114251811,11.42518108,Silt,88.57481892,0.114251811
46A20_1,0.034649329,10.00051662,98.11810513,0.101923255,10.19232547,Silt,89.80767453,0.101923255
46A20_1,0.028670821,9.395689346,98.11810513,0.095758977,9.575897673,Silt,90.42410233,0.095758977
46A20_1,0.025154244,8.790862068,98.11810513,0.089594699,8.959469872,Silt,91.04053013,0.089594699
46A20_1,0.01641537,8.18603479,98.11810513,0.083430421,8.343042071,Silt,91.65695793,0.083430421
46A20_1,0.012674134,7.278793874,98.11810513,0.074184004,7.41840037,Silt,92.58159963,0.074184004
46A20_1,0.009644563,6.673966596,98.11810513,0.068019726,6.801972569,Silt,93.19802743,0.068019726
46A20_1,0.006994439,6.069139318,98.11810513,0.061855448,6.185544768,Silt,93.81445523,0.061855448
46A20_1,0.004874186,5.766725679,98.11810513,0.058773309,5.877330868,Silt,94.12266913,0.058773309
46A20_1,0.002774285,4.99823214,98.11810513,0.050940977,5.094097704,Silt,94.9059023,0.050940977
46A20_1,0.002169663,4.99823214,98.11810513,0.050940977,5.094097704,Silt,94.9059023,0.050940977
46A20_1,0.001428224,4.626928674,98.11810513,0.047156727,4.715672677,Clay,95.28432732,0.047156727
46A20_1,0.001123598,4.393404863,98.11810513,0.044776699,4.477669903,Clay,95.5223301,0.044776699
46A20_1,0.000975195,4.254657485,98.11810513,0.043362614,4.336261365,Clay,95.66373863,0.043362614
